Gene
AT3G61150
AT3G61320
AT3G61415
AT3G61430
AT3G61460
AT3G61700
AT3G62190
AT3G62220
AT3G62600
AT3G62630
AT3G62770
AT3G62790
AT3G62980
AT3G63070
AT3G63170
AT4G00180
AT4G00230
AT4G00300
AT4G00730
AT4G01060
AT4G01210
AT4G01370
AT4G01480
AT4G01935
AT4G01940
AT4G01950
AT4G02075
AT4G02220
AT4G02430
AT4G02730
AT4G02760
AT4G02840
AT4G02980
AT4G03400
AT4G03415
AT4G04293
AT4G05020
AT4G05440
AT4G08950
AT4G09010
AT4G09040
AT4G09140
AT4G09490
AT4G09680
AT4G10110
AT4G10140
AT4G10430
AT4G10710
AT4G10890
AT4G11820
AT4G12120
AT4G12840
AT4G12980
AT4G13010
AT4G13270
AT4G13575
AT4G13750
AT4G13780
AT4G13880
AT4G14030
AT4G14615
AT4G14680
AT4G14713
AT4G14890
AT4G15215
AT4G15470
AT4G15850
AT4G15910
AT4G16480
AT4G16630
AT4G16790
AT4G16890
AT4G17080
AT4G17860
AT4G18010
AT4G19450
AT4G19600
AT4G20130
AT4G20760
AT4G20820
AT4G20840
AT4G20850
AT4G20910
AT4G21190
AT4G21670
AT4G22140
AT4G22670
AT4G22930
AT4G23430
AT4G23640
AT4G23650
AT4G24000
AT4G24020
AT4G24610
AT4G25050
AT4G25480
AT4G25550
AT4G25810
AT4G26180
AT4G26300
AT4G26310
AT4G26540
AT4G26630
AT4G26850
AT4G26990
AT4G27470
AT4G27860
AT4G28210
AT4G28220
AT4G28250
AT4G28360
AT4G28990
AT4G29520
AT4G29670
AT4G30110
AT4G30630
AT4G30935
AT4G31170
AT4G31340
AT4G32050
AT4G32160
AT4G32240
AT4G32340
AT4G32760
AT4G33030
AT4G33380
AT4G33400
AT4G33410
AT4G33460
AT4G34190
AT4G34260
AT4G34280
AT4G34610
AT4G34710
AT4G36210
AT4G36800
AT4G37130
AT4G38270
AT4G38440
AT4G38520
AT4G38760
AT4G38780
AT4G39170
AT4G39620
AT4G39860
AT4G39980
AT5G01770
AT5G02030
AT5G02840
AT5G03030
AT5G03380
AT5G03650
AT5G04090
AT5G04130
AT5G04160
AT5G04290
AT5G04530
AT5G04810
AT5G05210
AT5G05620
AT5G05630
AT5G05700
AT5G05870
AT5G05890
AT5G06750
AT5G06860
AT5G06865
AT5G06870
AT5G06910
AT5G07810
AT5G07820
AT5G07970
AT5G08020
AT5G08110
AT5G08380
AT5G08430
AT5G08620
AT5G08640
AT5G09230
AT5G09300
AT5G09350
AT5G10270
AT5G10370
AT5G10600
AT5G10630
AT5G11060
AT5G11430
AT5G11510
AT5G11770
AT5G11840
AT5G12310
AT5G12440
AT5G12840
AT5G12850
AT5G13610
AT5G13840
AT5G13970
AT5G14700
AT5G14970
AT5G15530
AT5G15790
AT5G15810
AT5G15870
AT5G16040
AT5G17020
AT5G17380
AT5G17510
AT5G18480
AT5G18570
AT5G18660
AT5G18770
AT5G19010
AT5G19280
AT5G19320
AT5G20090
AT5G20490
AT5G20590
AT5G20880
AT5G21482
AT5G22390
AT5G22650
AT5G23110
AT5G23210
AT5G23490
AT5G24150
AT5G24400
AT5G24830
AT5G25510
AT5G25980
AT5G26622
AT5G27290
AT5G27300
AT5G27400
AT5G27620
AT5G27750
AT5G27950
AT5G35700
AT5G36250
AT5G36890
AT5G37480
AT5G38880
AT5G39550
AT5G40060
AT5G40240
AT5G40520
AT5G40820
AT5G41060
AT5G41240
AT5G41270
AT5G41520
AT5G41690
AT5G41870
AT5G41880
AT5G42080
AT5G42300
AT5G42870
AT5G42950
AT5G43170
AT5G43620
AT5G43670
AT5G43860
AT5G44290
AT5G44510
AT5G44660
AT5G45380
AT5G45600
AT5G45760
AT5G45820
AT5G45950
AT5G46150
AT5G46550
AT5G46640
AT5G46760
AT5G47030
AT5G47430
AT5G47690
AT5G47800
AT5G47810
AT5G47970
AT5G48520
AT5G48800
AT5G49460
AT5G49630
AT5G49650
AT5G50000
AT5G50170
AT5G50200
AT5G50320
AT5G50390
AT5G51020
AT5G51150
AT5G51600
AT5G51910
AT5G52030
AT5G52520
AT5G52540
AT5G52650
AT5G53170
AT5G53440
AT5G53470
AT5G53580
AT5G53730
AT5G53930
AT5G54470
AT5G54860
AT5G56040
AT5G56650
AT5G56740
AT5G56747
AT5G58060
AT5G58070
AT5G58960
AT5G59080
AT5G59320
AT5G59380
AT5G59430
AT5G59750
AT5G59960
AT5G60170
AT5G60460
AT5G60800
AT5G61350
AT5G61640
AT5G61780
AT5G62350
AT5G62550
AT5G63000
AT5G63950
AT5G64280
AT5G64970
AT5G65110
AT5G65580
AT5G65685
AT5G65870
AT5G66250
AT5G66320
AT5G66540
AT5G66900
AT5G66910
AT5G67260
