"","Network","degree","betweenness","closeness","eigenvector","degree_pval","betweenness_pval","closeness_pval","eigenvector_pval"
"20","GIL26",0.110403318250688,0.375436937045315,0.0233846168547256,0.0071060450006506,0.458,0.219,0.494,1
"21","GIL27",0.161190745475768,0.0794688158879584,0.154009953502944,0.926030499617779,0.152,0.806,0.013,0.455
"22","GIL28",0.229329636943888,0.253852280146004,0.0459503955128078,1.20830948794799,0.19,0.53,0.497,0.39
"23","GIL29",0.0444687717621404,0.478087127567218,0.107798586915289,-4.81368637097109,0.479,0.037,0,0
"24","GIL3",0.0470780023620663,1.25802991069201,0.121089360919886,0.0798955483129618,0.41,0,0,0.923
"25","GIL30",-0.264855408122254,0.496676854663106,-0.0713510400827939,-2.03503255794367,0.02,0.056,0.003,0.028
"26","GIL31",-0.106554594261585,0.037537445150174,-0.00253656593440077,-2.67793365621008,0.073,0.883,0.922,0
"27","GIL32",0.431095486837431,0.538229012990917,0.193782136660726,-1.11976944179449,0,0.019,0,0.062
"28","GIL33",0.291360366759394,0.181247480948763,0.118815982863328,1.20978035335608,0.001,0.498,0.001,0.08
"29","GIL34",0.00372171794375742,0.183854570032069,0.0636221250097648,0.0535651243307704,0.96,0.458,0.053,0.948
"30","GIL35",0.28622987188374,0.135871996160733,0.0865304424027453,5.63526752537914,0,0.559,0.003,0
"31","GIL36",-0.0636585605915623,0.542961921984866,0.0745643263319558,-1.13916054057132,0.541,0.041,0.036,0.242
"32","GIL37",0.369831116651612,0.696752050059461,0.0955233167545799,5.38393029524738,0,0.006,0.001,0
"33","GIL38",-0.0860600214226341,0.491986046396132,0.0237544736052406,0.878911448513767,0.252,0.062,0.227,0.213
"34","GIL39",0.233878690963945,0.374990937487075,0.137060678378091,5.76272620830948,0.006,0.201,0,0
"35","GIL4",-0.01062949806233,-0.308036436700021,-0.119875925801059,-3.73477888833759,0.857,0.213,0,0
"36","GIL40",-0.110800919083378,0.270590278133259,-0.0438405024632633,-5.24907740810086,0.158,0.361,0.309,0
"37","GIL41",0.27140460552236,0.160345616190466,0.0809094593564481,3.73064467467043,0,0.524,0.003,0
"38","GIL42",-0.229683291598748,-0.410051830193495,-0.117038044863357,3.32911413319104,0.036,0.212,0.002,0.004
"39","GIL44",-0.207734697671747,0.195114011114301,-0.380980664482152,-4.20459920569354,0.456,0.66,0,0.023
"40","GIL45",-0.194505131753978,-0.547480218531043,-0.0321852213325879,0.125724129876811,0.022,0.052,0.202,0.903
"41","GIL47",-0.190690747435266,-1.21773138864259,-0.189741103044573,3.60988000323782,0.045,0,0,0
"42","GIL48",-0.179763860844247,-0.668245138350641,-0.0963150430946271,-6.45373193468392,0.019,0.012,0.004,0
"43","GIL49",0.23048863354585,0.219824060305495,0.00476860250733147,1.15005347942483,0.003,0.266,0.796,0.206
"44","GIL5",-0.101320804724377,0.238708783151652,0.0145024073707631,-0.475635644467814,0.321,0.453,0.759,0.316
"45","GIL50",-0.0245960521775017,0.377902258681463,0.0467871351447435,-0.0300074606857934,0.68,0.113,0.028,0.99
"46","GIL51",0.00731003054460222,0.182262683913028,0.0276609772353158,0.969946844430602,0.866,0.452,0.367,0.121
"47","GIL53",-0.0149536475384615,-0.707766268319087,-0.0497476587941303,-2.35328874671112,0.864,0.005,0.043,0.031
"48","GIL54",-0.253715232422427,-1.34021003881157,-0.251072424967751,-8.88439431136207,0,0,0,0
"49","GIL55",-0.110617777551608,-0.356674204260397,-0.0295329294519711,0.655202551646322,0.092,0.116,0.161,0.372
"50","GIL56",-0.328938758867044,-0.0929674819222459,-0.0401437445585362,-2.95249759276283,0.01,0.767,0.487,0.02
"51","GIL57",-0.19807559055364,-0.600999754395479,-0.151019825326937,-0.0332994913401947,0.029,0.056,0,0.96
"52","GIL58",0.481803966407345,0.916684881052772,0.133347264314247,3.88219458447807,0,0.001,0,0
"53","GIL59",-0.179823447681105,-0.576473568936261,-0.0884806517342618,-0.870470529897236,0.14,0.16,0.156,0.119
"54","GIL6",-0.401444663970705,-0.405004053779344,-0.132405555106617,-7.71194845577777,0,0.092,0,0
"55","GIL60",0.129220746409864,0.642191098782251,0.0817997958817713,-0.633866736350811,0.128,0.018,0.01,0.425
"56","GIL61",0.359483805116203,0.301954966810579,0.106194233502146,3.70684402134243,0,0.241,0.013,0
"57","GIL62",-0.309125732917722,-0.766139501419883,-0.133399863672603,-0.7970038696974,0.003,0.028,0,0.077
"58","GIL63",-0.0594882839728834,0.269532850722961,-0.0770730105500093,-2.13393329875107,0.409,0.384,0.081,0.033
"59","GIL64",-0.146786255798894,0.205898479563219,-0.0444919129319139,-3.89667509857647,0.017,0.442,0.115,0.009
"60","GIL65",0.977843258746285,0.60514805767047,0.340312106360408,3.78139838965458,0,0.057,0,0
"61","GIL66",-0.07985183003889,-0.229617784676837,0.0057174062031784,0.395327910620264,0.359,0.366,0.809,0.737
"62","GIL67",-0.175920773536791,0.333937418419732,0.0552695299068038,1.13179161852246,0.004,0.135,0.032,0.076
"63","GIL68",0.26053755455136,0.777519202142219,0.1588157831463,-3.76074462348018,0.017,0.007,0,0
"64","GIL69",-0.351234483541008,-0.874793113266522,-0.108426609997736,-2.67019597846271,0,0,0,0.012
"65","GIL7",-0.108818279192247,-0.6443255829895,-0.073851126154171,0.753191448538033,0.035,0.023,0.015,0.163
"66","GIL71",0.348645777854071,0.239620996843946,0.0716156662483645,3.40805083322938,0,0.389,0.081,0
"67","GIL72",-0.40919143357945,-1.3171302887561,-0.246082973284645,-9.3453415010793,0,0,0,0
"68","GIL73",-0.442828247659028,-1.91313863336199,-0.286171712409791,-13.0418570145314,0,0,0,0
"69","GIL74",-0.20957488993887,-0.615703421284994,-0.15917713690844,-4.73049912505336,0.043,0.089,0.004,0.001
"70","GIL75",-0.0591756912214751,-0.640751573088977,-0.118231323414689,-2.22839154713766,0.469,0.019,0,0.01
"71","GIL76",0.174925773683894,0.201662921708359,0.154958312185771,8.27030377212356,0.215,0.518,0,0
"72","GIL77",-0.0215580922237077,0.192983656839294,0.00295771575170178,-4.65016108274997,0.716,0.472,0.919,0
"73","GIL78",-0.201639477517144,-0.149131095655617,-0.0316848851336839,-8.81858101954443,0,0.501,0.191,0
"74","GIL79",0.0851203543197834,-0.13971231578203,0.00574085491298248,-0.427221435931976,0.14,0.542,0.676,0.538
"75","GIL8",-0.0522859243249403,-0.0160515181520529,0.0114909695408105,-5.00855484785192,0.527,0.952,0.784,0.052
"76","GIL80",-0.204209827880683,0.299760774426624,-0.147390902656596,-9.73564643141258,0.013,0.291,0,0
"77","GIL81",0.288830805782747,0.337534600660471,-0.0336643953275075,2.09745588666303,0.055,0.374,0.71,0.116
"78","GIL82",-0.144929258924622,0.400354481774966,0.022046252852272,-2.77421158547402,0.077,0.109,0.388,0.006
"79","GIL83",0.35755355243156,-0.13122054187367,0.00854299946864678,4.45208156648,0,0.63,0.869,0.001
"80","GIL84",-0.213622076211837,-0.208294740215019,-0.0630098515715485,-6.05420271442705,0.01,0.457,0.014,0
"81","GIL85",-0.0592709883368532,0.410779059190786,0.0660638495907513,-2.15533905801988,0.434,0.11,0.041,0.025
"82","GIL86",-0.113910560699743,0.200433403007821,0.027274067282919,1.20855838360075,0.066,0.403,0.377,0.092
"83","GIL87",-0.244389318124162,-1.86925349206229,-0.156986261567699,-8.54015986441304,0,0,0,0
"84","GIL88",-0.0111221086289353,0.227404440042717,-0.052280422507776,-0.783932474121936,0.858,0.383,0.123,0.521
"85","GIL89",-0.160516990776112,-0.538167124429665,0.0652564760100951,-1.72240671065056,0.128,0.096,0.202,0.094
"86","GIL9",0.414992715212775,0.711001532431367,0.104380368005621,7.26749611512884,0,0.001,0,0
"87","GIL90",0.205274849920085,0.474538794043745,0.0586617922322077,1.43088329254136,0.046,0.196,0.346,0.402
